cik,name,countryba,stprba,cityba,zipba,bas1,form,fye,fy,fp,instance,ticker,latitude,longitude
1639225,"LIVONGO HEALTH, INC.",US,CA,MOUNTAIN VIEW,94041,150 W. EVELYN AVE.,10-K,1231.0,2019.0,FY,lvgo-20191231x10k_htm.xml,lvgo,Missing,Missing
1454510,LNPR GROUP INC.,US,CA,MISSION VIEJO,92692,"25108 MARGUERITE PKWY, STE A 450",10-K,1231.0,2017.0,FY,lnpr-20171231.xml,lnpr,33.597694,-117.65776
1454510,LNPR GROUP INC.,US,CA,MISSION VIEJO,92692,"25108 MARGUERITE PKWY, STE A 450",10-K,1231.0,2018.0,FY,lnpr-20181231.xml,lnpr,33.597694,-117.65776
1032975,LOGITECH INTERNATIONAL S.A.,US,CA,NEWARK,94560,7700 GATEWAY BOULEVARD,10-K,331.0,2019.0,FY,logitech10-k2020_htm.xml,logi,37.54024,-122.061356
1397911,LPL FINANCIAL HOLDINGS INC.,US,CA,SAN DIEGO,92121,4707 EXECUTIVE DRIVE,10-K,1231.0,2019.0,FY,lpla2019123110-kx2019_htm.xml,lpla,32.87678,-117.20495
924383,LRAD CORP,US,CA,SAN DIEGO,92127,16262 WEST BERNARDO DRIVE,10-K,930.0,2019.0,FY,lrad-20190930.xml,lrad,33.00933,-117.090744
887905,LTC PROPERTIES INC,US,CA,WESTLAKE VILLAGE,91361,2829 TOWNSGATE ROAD,10-K,1231.0,2019.0,FY,ltc-20191231x10kd9bbf1_htm.xml,ltc-,34.152298,-118.82282
1633978,LUMENTUM HOLDINGS INC.,US,CA,SAN JOSE,95131,1001 RIDDER PARK DRIVE,10-K,630.0,2020.0,FY,lumentumfy20-10k_htm.xml,lume,37.38175,-121.90025
1475348,LUTHER BURBANK CORP,US,CA,SANTA ROSA,95401,"520 THIRD STREET, 4TH FLOOR",10-K,1231.0,2019.0,FY,lbc-20191231.xml,lbc-,38.439053,-122.714745
1759509,"LYFT, INC.",US,CA,SAN FRANCISCO,94107,"185 BERRY STREET, SUITE 5000",10-K,1231.0,2019.0,FY,lyft-20191231_htm.xml,lyft,37.77614,-122.39291
912242,MACERICH CO,US,CA,SANTA MONICA,90401,401 WILSHIRE BLVD,10-K,1231.0,2019.0,FY,mac-20191231_htm.xml,mac-,Missing,Missing
1284196,MADISON AVE HOLDINGS INC,US,CA,ALHAMBRA,91801,1641 W MAIN STREET,10-K,1231.0,2019.0,FY,madi-20191231.xml,madi,34.091534,-118.141304
1515317,MAGELLAN GOLD CORP,US,CA,VACAVILLE,95687,2010A HARBISON DRIVE,10-K,1231.0,2019.0,FY,mage-20191231.xml,mage,38.363026,-121.96448
1569083,"MAKINGORG, INC.",US,CA,WALNUT,91789,618 BREA CANYON RD. STE A,10-K,1231.0,2019.0,FY,cqcq-20191231.xml,cqcq,34.01866,-117.84023
899460,MANNKIND CORP,US,CA,WESTLAKE VILLAGE,91362,30930 RUSSELL RANCH ROAD,10-K,1231.0,2019.0,FY,mnkd-20191231.xml,mnkd,Missing,Missing
1578732,"MARCUS & MILLICHAP, INC.",US,CA,CALABASAS,91302,23975 PARK SORRENTO,10-K,1231.0,2019.0,FY,d825656d10k_htm.xml,d825,34.152447,-118.6482
1078799,"MARIJUANA CO OF AMERICA, INC.",US,CA,ESCONDIDO,92029,1340 WEST VALLEY PARKWAY,10-K,1231.0,2019.0,FY,mcoa-20191231.xml,mcoa,33.11328,-117.1019
1389002,MARIN SOFTWARE INC,US,CA,SAN FRANCISCO,94105,123 MISSION ST,10-K,1231.0,2019.0,FY,mrin-20191231.xml,mrin,37.79236,-122.39428
1441693,MARRONE BIO INNOVATIONS INC,US,CA,DAVIS,95618,1540 DREW AVENUE,10-K,1231.0,2019.0,FY,mbii-20191231.xml,mbii,38.541206,-121.727165
937556,MASIMO CORP,US,CA,IRVINE,92618,52 DISCOVERY,10-K,1231.0,2019.0,FY,masi-20191228xform10k_htm.xml,masi,33.663185,-117.7584
908259,MATEON THERAPEUTICS INC,US,CA,SOUTH SAN FRANCISCO,94080,701 GATEWAY BLVD.,10-K,1231.0,2019.0,FY,matn-20191231.xml,matn,37.65758,-122.399635
63276,MATTEL INC /DE/,US,CA,EL SEGUNDO,90245,333 CONTINENTAL BLVD,10-K,1231.0,2019.0,FY,mat1231201910-k_htm.xml,mat1,33.920216,-118.39086
1353499,MAX SOUND CORP,US,CA,SANTA MONICA,90404,2902A COLORADO AVENUE,10-K,1231.0,2019.0,FY,maxd-20191231.xml,maxd,34.033222,-118.46787
743316,MAXIM INTEGRATED PRODUCTS INC,US,CA,SAN JOSE,95134,160 RIO ROBLES,10-K,630.0,2020.0,FY,maxim10-kfy2020_htm.xml,maxi,37.40576,-121.94825
1288469,MAXLINEAR INC,US,CA,CARLSBAD,92008,5966 LA PLACE CT.,10-K,1231.0,2019.0,FY,a12311910-k_htm.xml,a123,33.13261,-117.27225
1056087,MCCLATCHY CO,US,CA,SACRAMENTO,95852,LEGAL DEPARTMENT,10-K,1231.0,2019.0,FY,mni-20191229.xml,mni-,Missing,Missing
752714,MCGRATH RENTCORP,US,CA,LIVERMORE,94551,5700 LAS POSITAS RD,10-K,1231.0,2019.0,FY,mgrc-10k_20191231_htm.xml,mgrc,Missing,Missing
1535079,"MCORPCX, INC.",US,CA,SAN FRANCISCO,94105,201 SPEAR STREET,10-K,1231.0,2019.0,FY,mccx-20191231.xml,mccx,37.791214,-122.392395
1413488,"MCTC HOLDINGS, INC.",US,CA,LOS ANGELES,90071,520 S. GRAND AVENUE,10-K,831.0,2019.0,FY,mctc-20190831.xml,mctc,34.04981,-118.254265
1540184,"MEDALLIA, INC.",US,CA,SAN FRANCISCO,94105,575 MARKET STREET,10-K,131.0,2019.0,FY,mdla-20200131_htm.xml,mdla,37.789658,-122.40078
1226616,MEDICINOVA INC,US,CA,LA JOLLA,92037,4275 EXECUTIVE SQUARE,10-K,1231.0,2019.0,FY,mnov-20191231.xml,mnov,32.874,-117.21461
1096950,"MEDTAINER, INC.",US,CA,CORONA,92880,1620 #A COMMERCE STREET,10-K,1231.0,2018.0,FY,mdtr-20181231.xml,mdtr,Missing,Missing
1096950,"MEDTAINER, INC.",US,CA,CORONA,92880,1620 #A COMMERCE STREET,10-K,1231.0,2019.0,FY,mdtr-20191231.xml,mdtr,Missing,Missing
1262104,"MEI PHARMA, INC.",US,CA,SAN DIEGO,92130,11455 EL CAMINO REAL,10-K,630.0,2020.0,FY,meip-20200630.xml,meip,32.92638,-117.237526
1356104,"MELLANOX TECHNOLOGIES, LTD.",US,CA,SUNNYVALE,94085,"350 OAKMEAD PARKWAY, SUITE 100",10-K,1231.0,2019.0,FY,a2019123110-k_htm.xml,a201,37.378525,-121.98789
1566044,MENLO THERAPEUTICS INC.,US,CA,REDWOOD CITY,94063,"200 CARDINAL WAY, 2ND FLOOR",10-K,1231.0,2019.0,FY,mnlo-20191231.xml,mnlo,37.503784,-122.218475
1599117,"MENTOR CAPITAL, INC.",US,CA,RAMONA,92065,PO BOX 1709,10-K,1231.0,2019.0,FY,mntr-20191231.xml,mntr,Missing,Missing
64996,MERCURY GENERAL CORP,US,CA,LOS ANGELES,90010,4484 WILSHIRE BLVD,10-K,1231.0,2019.0,FY,mcy-20191231x10k_htm.xml,mcy-,34.061893,-118.32689
1517498,"MERION, INC.",US,CA,WEST COVINA,91791,100 N. BARRANCA ST.,10-K,1231.0,2019.0,FY,ewlu-20191231.xml,ewlu,34.070557,-117.88127
944130,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC",US,CA,BREA,92821,915 WEST IMPERIAL HIGHWAY,10-K,1231.0,2019.0,FY,c130-20191231.xml,c130,33.917492,-117.91181
1576263,"MIRATI THERAPEUTICS, INC.",US,CA,SAN DIEGO,92121,9393 TOWNE CENTRE DRIVE,10-K,1231.0,2019.0,FY,mrtx-20191231x10k_htm.xml,mrtx,32.877953,-117.207535
1759425,"MIRUM PHARMACEUTICALS, INC.",US,CA,FOSTER CITY,94404,"950 TOWER LANE, SUITE 1050",10-K,1231.0,2019.0,FY,mirm-20191231.xml,mirm,37.558132,-122.27716
807863,MITEK SYSTEMS INC,US,CA,SAN DIEGO,92101,600 B STREET,10-K,930.0,2019.0,FY,mitk-20190930_htm.xml,mitk,32.71782,-117.15921
1470099,"MOBILEIRON, INC.",US,CA,MOUNTAIN VIEW,94043,490 EAST MIDDLEFIELD ROAD,10-K,1231.0,2019.0,FY,mobl-20191231.xml,mobl,Missing,Missing
1118417,"MODEL N, INC.",US,CA,SAN MATEO,94404,777 MARINERS ISLAND BOULEVARD,10-K,930.0,2019.0,FY,modn-20190930.xml,modn,37.562946,-122.28618
1074871,"MODULAR MEDICAL, INC.",US,CA,ESCONDIDO,92025,800 WEST VALLEY PARKWAY,10-K,331.0,2019.0,FY,modd-20200331.xml,modd,33.117523,-117.09305
1179929,"MOLINA HEALTHCARE, INC.",US,CA,LONG BEACH,90802,"200 OCEANGATE, SUITE 100",10-K,1231.0,2019.0,FY,moh-12312019x10k_htm.xml,moh-,33.766514,-118.19847
1681309,MONETIVA INC.,US,CA,NEWPORT BEACH,92660,"500 BIRCH STREET, WEST TOWER",10-K,1231.0,2018.0,FY,cik0001681309-20181231.xml,cik0,Missing,Missing
1681309,MONETIVA INC.,US,CA,NEWPORT BEACH,92660,"500 BIRCH STREET, WEST TOWER",10-K,1231.0,2019.0,FY,cik0001681309-20191231.xml,cik0,Missing,Missing
865752,MONSTER BEVERAGE CORP,US,CA,CORONA,92879,1 MONSTER WAY,10-K,1231.0,2019.0,FY,mnst-20191231x10kb9432b_htm.xml,mnst,Missing,Missing
890394,"MOSYS, INC.",US,CA,SAN JOSE,95131,2309 BERING DRIVE,10-K,1231.0,2019.0,FY,mosy-20191231.xml,mosy,37.380665,-121.91962
918251,MOTORCAR PARTS AMERICA INC,US,CA,TORRANCE,90503,2929 CALIFORNIA STREET,10-K,331.0,2019.0,FY,mpaa-20200331.xml,mpaa,33.841805,-118.33712
1552451,MYOKARDIA INC,US,CA,SOUTH SAN FRANCISCO,94080,333 ALLERTON AVENUE,10-K,1231.0,2019.0,FY,myok-10k_20191231_htm.xml,myok,37.652626,-122.39175
1566469,"NANTHEALTH, INC.",US,CA,CULVER CITY,90232,9920 JEFFERSON BLVD,10-K,1231.0,2019.0,FY,nh-20191231.xml,nh-2,34.011307,-118.38979
1326110,"NANTKWEST, INC.",US,CA,SAN DIEGO,92121,3530 JOHN HOPKINS COURT,10-K,1231.0,2019.0,FY,nk-20191231.xml,nk-2,32.89212,-117.238556
1622057,NASCENT BIOTECH INC.,US,CA,SAN DIEGO,92121,6330 NANCY RIDGE DR.,10-K,331.0,2019.0,FY,nbio-20200331.xml,nbio,32.887146,-117.18264
1604821,"NATERA, INC.",US,CA,SAN CARLOS,94070,201 INDUSTRIAL ROAD,10-K,1231.0,2019.0,FY,ntra-20191231x10k8fb232_htm.xml,ntra,37.513077,-122.25935
787253,NATURAL ALTERNATIVES INTERNATIONAL INC,US,CA,CARLSBAD,92008-7319,1535 FARADAY AVENUE,10-K,630.0,2020.0,FY,naii-20200630.xml,naii,33.137745,-117.29512
878526,NATUS MEDICAL INC,US,CA,PLEASANTON,94566,"6701 KOLL CENTER PARKWAY, SUITE 120",10-K,1231.0,2019.0,FY,ntus12311910-k_htm.xml,ntus,Missing,Missing
1720353,NEBULA ACQUISITION CORP,US,CA,SAN FRANCISCO,94111,"FOUR EMBARCADERO CENTER, SUITE 2350",10-K,1231.0,2019.0,FY,nebu-20191231.xml,nebu,Missing,Missing
906709,NEKTAR THERAPEUTICS,US,CA,SAN FRANCISCO,94158,455 MISSION BAY BOULEVARD SOUTH,10-K,1231.0,2019.0,FY,nktr-20191231x10k_htm.xml,nktr,Missing,Missing
1227025,NEOPHOTONICS CORP,US,CA,SAN JOSE,951342125,2911 ZANKER ROAD,10-K,1231.0,2019.0,FY,nptn12311910k_htm.xml,nptn,37.396206,-121.93009
1002047,"NETAPP, INC.",US,CA,SUNNYVALE,94089,1395 CROSSMAN AVENUE,10-K,430.0,2020.0,FY,ntap-10k_20200424_htm.xml,ntap,37.408897,-122.0108
1065280,NETFLIX INC,US,CA,LOS GATOS,95032,100 WINCHESTER CIRCLE,10-K,1231.0,2019.0,FY,form10kq419_htm.xml,form,37.258877,-121.96211
1122904,"NETGEAR, INC.",US,CA,SAN JOSE,95134,350 EAST PLUMERIA DRIVE,10-K,1231.0,2019.0,FY,ntgr-10k_20191231_htm.xml,ntgr,37.39422,-121.92737
1282631,NETLIST INC,US,CA,IRVINE,92618,"175 TECHNOLOGY DRIVE, SUITE 150",10-K,1231.0,2019.0,FY,nlst-20191228.xml,nlst,33.66913,-117.751724
1039280,NETSOL TECHNOLOGIES INC,US,CA,CALABASAS,91302,23975 PARK SORRENTO,10-K,630.0,2020.0,FY,ntwk-20200630.xml,ntwk,34.152447,-118.6482
914475,NEUROCRINE BIOSCIENCES INC,US,CA,SAN DIEGO,92130,12780 EL CAMINO REAL,10-K,1231.0,2019.0,FY,nbix-10k_20191231_htm.xml,nbix,32.934208,-117.23676
1444380,NEVRO CORP,US,CA,REDWOOD CITY,94065,1800 BRIDGE PARKWAY,10-K,1231.0,2019.0,FY,nvro-10k_20191231_htm.xml,nvro,37.52604,-122.25039
1574596,NEW HOME CO INC.,US,CA,ALISO VIEJO,92656,85 ENTERPRISE STE 450,10-K,1231.0,2019.0,FY,nwhm20191231_10k_htm.xml,nwhm,33.58236,-117.72795
1448056,"NEW RELIC, INC.",US,CA,SAN FRANCISCO,94105,"188 SPEAR STREET, STE. 1000",10-K,331.0,2019.0,FY,newr-20200331_htm.xml,newr,37.79151,-122.392784
1372184,"NEW YOU, INC.",US,CA,CARLSBAD,92010,3246 GREY HAWK CT.,10-K,1231.0,2019.0,FY,nwyu-20191231.xml,nwyu,33.130466,-117.23776
708818,"NEXTGEN HEALTHCARE, INC.",US,CA,IRVINE,92612,18111 VON KARMAN AVENUE,10-K,331.0,2019.0,FY,nxgn-10k_20200331_htm.xml,nxgn,33.679066,-117.851616
1426332,NGM BIOPHARMACEUTICALS INC,US,CA,SOUTH SAN FRANCISCO,94080,333 OYSTER POINT BOULEVARD,10-K,1231.0,2019.0,FY,ngm-20191231.xml,ngm-,37.662266,-122.39624
1547903,"NMI HOLDINGS, INC.",US,CA,EMERYVILLE,94608,"2100 POWELL STREET, 12TH FLOOR",10-K,1231.0,2019.0,FY,nmih201910k_htm.xml,nmih,37.837765,-122.29829
1547996,"NOTIS GLOBAL, INC.",US,CA,LOS ANGELES,90071,633 WEST 5TH STREET,10-K,1231.0,2017.0,FY,ngbl-20171231.xml,ngbl,34.05048,-118.254395
1473334,"NOVA LIFESTYLE, INC.",US,CA,COMMERCE,90040,6565 E. WASHINGTON BLVD.,10-K,1231.0,2019.0,FY,nvfy-20191231.xml,nvfy,33.9992,-118.13714
1389545,"NOVABAY PHARMACEUTICALS, INC.",US,CA,EMERYVILLE,94608,"2000 POWELL STREET, SUITE 1150",10-K,1231.0,2019.0,FY,nby-20191231.xml,nby-,37.83785,-122.29787
1404281,"NOVUS THERAPEUTICS, INC.",US,CA,IRVINE,92612,19900 MACARTHUR BLVD.,10-K,1231.0,2019.0,FY,nvus-20191231.xml,nvus,Missing,Missing
748592,NTN BUZZTIME INC,US,CA,CARLSBAD,92008,1800 ASTON AVE.,10-K,1231.0,2019.0,FY,ntn-20191231.xml,ntn-,33.131916,-117.29134
1618732,"NUTANIX, INC.",US,CA,SAN JOSE,95110,1740 TECHNOLOGY DRIVE,10-K,731.0,2020.0,FY,ntnx-20200731_htm.xml,ntnx,37.367268,-121.9185
1142596,NUVASIVE INC,US,CA,SAN DIEGO,92121,7475 LUSK BLVD.,10-K,1231.0,2019.0,FY,nuva-10k_20191231_htm.xml,nuva,32.898865,-117.21711
1045810,NVIDIA CORP,US,CA,SANTA CLARA,95051,2788 SAN TOMAS EXPRESSWAY,10-K,131.0,2019.0,FY,nvda-2020x10k_htm.xml,nvda,37.37424,-121.9659
1431567,OAK VALLEY BANCORP,US,CA,OAKDALE,95361,125 N. THIRD AVE.,10-K,1231.0,2019.0,FY,ovly-20191231.xml,ovly,37.76663,-120.84809
1773751,OAKTREE ACQUISITION CORP.,US,CA,LOS ANGELES,90071,333 S. GRAND AVE.,10-K,1231.0,2019.0,FY,oacu-20191231.xml,oacu,Missing,Missing
1403528,"OAKTREE CAPITAL GROUP, LLC",US,CA,LOS ANGELES,90071,333 SOUTH GRAND AVENUE,10-K,1231.0,2019.0,FY,a201910-kdoc_htm.xml,a201,Missing,Missing
1713407,"OAKTREE REAL ESTATE INCOME TRUST, INC.",US,CA,LOS ANGELES,90071,"C/O OAKTREE FUND ADVISORS, LLC",10-K,1231.0,2019.0,FY,oak-20191231.xml,oak-,Missing,Missing
1427570,OBALON THERAPEUTICS INC,US,CA,SAN DIEGO,92008,5421 AVENIDA ENCINAS,10-K,1231.0,2019.0,FY,obln-20191231.xml,obln,33.126957,-117.3255
1717452,"ODONATE THERAPEUTICS, INC.",US,CA,SAN DIEGO,92121,4747 EXECUTIVE DRIVE,10-K,1231.0,2019.0,FY,odt-20191231.xml,odt-,32.876774,-117.20382
1626644,"ODYSSEY GROUP INTERNATIONAL, INC.",US,CA,IRVINE,92614,2372 MORSE AVE.,10-K,731.0,2019.0,FY,odyy-20190731.xml,odyy,33.68085,-117.84905
1660134,"OKTA, INC.",US,CA,SAN FRANCISCO,94105,100 FIRST STREET,10-K,131.0,2019.0,FY,okta-131202010k_htm.xml,okta,37.789726,-122.39754
926326,"OMNICELL, INC",US,CA,MOUNTAIN VIEW,94043,590 E. MIDDLEFIELD ROAD,10-K,1231.0,2019.0,FY,omcl-20191231_htm.xml,omcl,Missing,Missing
1404804,OMNITEK ENGINEERING CORP,US,CA,VISTA,92081,1333 KEYSTONE WAY,10-K,1231.0,2019.0,FY,omtk-20191231.xml,omtk,33.13579,-117.2332
1642380,ONCOCYTE CORP,US,CA,IRVINE,92618,15 CUSHING,10-K,1231.0,2019.0,FY,ocx-20191231.xml,ocx-,33.64128,-117.73909
1260990,"ONCTERNAL THERAPEUTICS, INC.",US,CA,SAN DIEGO,92130,12230 EL CAMINO REAL,10-K,1231.0,2019.0,FY,onct-20191231.xml,onct,32.933983,-117.23664
1646188,ONDAS HOLDINGS INC.,US,CA,SUNNYVALE,94089,165 GIBRALTAR COURT,10-K,1231.0,2019.0,FY,onds-20191231.xml,onds,37.410023,-122.01954
1394056,"ONE STOP SYSTEMS, INC.",US,CA,ESCONDIDO,92029,2235 ENTERPRISE ST STE 110,10-K,1231.0,2019.0,FY,oss-20191231.xml,oss-,33.112812,-117.11662
1327688,OOMA INC,US,CA,SUNNYVALE,94085,525 ALMANOR AVENUE,10-K,131.0,2019.0,FY,ooma-20200131.xml,ooma,37.396397,-122.028786
1722010,OP BANCORP,US,CA,LOS ANGELES,90017,"1000 WILSHIRE BLVD., SUITE 500",10-K,1231.0,2019.0,FY,opbk-20191231.xml,opbk,34.051502,-118.26153
1385508,"OPIANT PHARMACEUTICALS, INC.",US,CA,SANTA MONICA,90401,201 SANTA MONICA BOULEVARD,10-K,1231.0,2019.0,FY,opnt-20191231.xml,opnt,34.01494,-118.497025
1538716,OPORTUN FINANCIAL CORP,US,CA,SAN CARLOS,94070,2 CIRCLE STAR WAY,10-K,1231.0,2019.0,FY,oportunannual10-kxdec2_htm.xml,opor,37.49789,-122.24066
1341439,ORACLE CORP,US,CA,REDWOOD CITY,94065,500 ORACLE PARKWAY,10-K,531.0,2020.0,FY,orcl-10k_20200531_htm.xml,orcl,37.532314,-122.26372
1497253,"ORGANOVO HOLDINGS, INC.",US,CA,SOLANA BEACH,92075,"440 STEVENS AVENUE, SUITE 200",10-K,331.0,2019.0,FY,onvo-20200331.xml,onvo,32.99187,-117.26163
1039065,OSI SYSTEMS INC,US,CA,HAWTHORNE,90250,12525 CHADRON AVE,10-K,630.0,2020.0,FY,osis-20200630x10k_htm.xml,osis,33.91872,-118.32948
1493566,"OTONOMY, INC.",US,CA,SAN DIEGO,92121,4796 EXECUTIVE DRIVE,10-K,1231.0,2019.0,FY,otic-20191231.xml,otic,Missing,Missing
1299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",US,CA,MENLO PARK,94025,1305 O'BRIEN DRIVE,10-K,1231.0,2019.0,FY,pacb-20191231.xml,pacb,37.476353,-122.14577
778164,"PACIFIC ETHANOL, INC.",US,CA,SACRAMENTO,95814,"400 CAPITOL MALL, SUITE 2060",10-K,1231.0,2019.0,FY,peix-20191231.xml,peix,38.579067,-121.50275
1138476,PACIFIC HEALTH CARE ORGANIZATION INC,US,CA,NEWPORT BEACH,92260,1201 DOVE STREET,10-K,1231.0,2019.0,FY,pfho-20191231.xml,pfho,33.662395,-117.86569
1109546,PACIFIC MERCANTILE BANCORP,US,CA,COSTA MESA,92626,949 SOUTH COAST DRIVE,10-K,1231.0,2019.0,FY,pmbc-20191231.xml,pmbc,33.688656,-117.90206
1580673,"PACIFIC OAK STRATEGIC OPPORTUNITY REIT II, INC.",US,CA,LOS ANGELES,90025,11150 SANTA MONICA BLVD.,10-K,1231.0,2019.0,FY,pacificoak-20191231_htm.xml,paci,Missing,Missing
1452936,"PACIFIC OAK STRATEGIC OPPORTUNITY REIT, INC.",US,CA,LOS ANGELES,90025,11150 SANTA MONICA BLVD.,10-K,1231.0,2019.0,FY,sor-20191231_htm.xml,sor-,Missing,Missing
1028918,PACIFIC PREMIER BANCORP INC,US,CA,IRVINE,92614,17901 VON KARMAN AVE,10-K,1231.0,2019.0,FY,ppbi201910k_htm.xml,ppbi,33.68256,-117.84923
882800,"PACIFIC VENTURES GROUP, INC.",US,CA,LOS ANGELES,90015,117 WEST 9TH STREET SUITE 316,10-K,1231.0,2019.0,FY,pacv-20191231.xml,pacv,34.041763,-118.25518
1102112,PACWEST BANCORP,US,CA,BREA,92821,130 S. STATE COLLEGE BLVD.,10-K,1231.0,2019.0,FY,a12311910-k_htm.xml,a123,33.919853,-117.882904
1568100,"PAGERDUTY, INC.",US,CA,SAN FRANCISCO,94103,600 TOWNSEND STREET #200,10-K,131.0,2019.0,FY,pagerdutyq42020-10k_htm.xml,page,37.771683,-122.40184
1327567,PALO ALTO NETWORKS INC,US,CA,SANTA CLARA,95054,3000 TANNERY WAY,10-K,731.0,2020.0,FY,panw-20200731_htm.xml,panw,Missing,Missing
1761312,"PALOMAR HOLDINGS, INC.",US,CA,LA JOLLA,92037,7979 IVANHOE AVENUE,10-K,1231.0,2019.0,FY,plmr-20191231.xml,plmr,32.848694,-117.27254
836564,PATRIOT SCIENTIFIC CORP,US,CA,CARLSBAD,92011-1478,"2038 CORTE DEL NOGAL, SUITE 141",10-K,531.0,2020.0,FY,ptsc-20200531.xml,ptsc,33.119675,-117.27828
1561660,PATTERN ENERGY GROUP INC.,US,CA,SAN FRANCISCO,94111,1088 SANSOME STREET,10-K,1231.0,2019.0,FY,pegi2019123110k_htm.xml,pegi,37.800156,-122.402565
1633917,"PAYPAL HOLDINGS, INC.",US,CA,SAN JOSE,95131,2211 NORTH FIRST STREET,10-K,1231.0,2019.0,FY,pypl201910-k_htm.xml,pypl,37.3778,-121.92161
1423869,PCB BANCORP,US,CA,LOS ANGELES,90010,3701 WILSHIRE BLVD,10-K,1231.0,2019.0,FY,pcb-20191231.xml,pcb-,34.061714,-118.306694
1120914,PDF SOLUTIONS INC,US,CA,SANTA CLARA,95050,2858 DE LA CRUZ BOULEVARD,10-K,1231.0,2019.0,FY,pdfs-20191231.xml,pdfs,37.380577,-121.94046
1745916,"PENNYMAC FINANCIAL SERVICES, INC.",US,CA,WESTLAKE VILLAGE,91361,3043 TOWNSGATE ROAD,10-K,1231.0,2019.0,FY,pfsi-20191231.xml,pfsi,34.150856,-118.82036
1464423,PENNYMAC MORTGAGE INVESTMENT TRUST,US,CA,WESTLAKE VILLAGE,91361,3043 TOWNSGATE ROAD,10-K,1231.0,2019.0,FY,pmt-10k_20191231_htm.xml,pmt-,34.150856,-118.82036
1321732,PENUMBRA INC,US,CA,ALAMEDA,94502,ONE PENUMBRA PLACE,10-K,1231.0,2019.0,FY,pen-20191231_htm.xml,pen-,Missing,Missing
1550695,PERFORMANT FINANCIAL CORP,US,CA,LIVERMORE,94551,333 NORTH CANYONS PARKWAY,10-K,1231.0,2019.0,FY,pfmt-20191231.xml,pfmt,Missing,Missing
1527753,"PERSONALIS, INC.",US,CA,MENLO PARK,94025,1330 O'BRIEN DRIVE,10-K,1231.0,2019.0,FY,psnl-20191231.xml,psnl,37.4764,-122.14547
1561180,PETROTEQ ENERGY INC.,US,CA,SHERMAN OAKS,91403,"15165 VENTURA BLVD., #200",10-K,831.0,2019.0,FY,pqeff-20190831.xml,pqef,34.153316,-118.46315
1478121,PFENEX INC.,US,CA,SAN DIEGO,92121,10790 ROSELLE STREET,10-K,1231.0,2019.0,FY,pfnx-20191231.xml,pfnx,Missing,Missing
1004980,PG&E CORP,US,CA,SAN FRANCISCO,94177,77 BEALE STREET,10-K,1231.0,2019.0,FY,pcg-20191231_htm.xml,pcg-,37.791485,-122.39622
1157075,"PHARMACYTE BIOTECH, INC.",US,CA,LAGUNA HILLS,92653,"23046 AVENIDA DE LA CARLOTA, SUITE 600",10-K,430.0,2020.0,FY,pmcb-20200430.xml,pmcb,33.62826,-117.72396
1654672,"PINEAPPLE EXPRESS, INC.",US,CA,LOS ANGELES,90025,"10351 SANTA MONICA BLVD., SUITE 420",10-K,1231.0,2018.0,FY,pnpl-20181231.xml,pnpl,34.058384,-118.423
1506293,"PINTEREST, INC.",US,CA,SAN FRANCISCO,94107,505 BRANNAN STREET,10-K,1231.0,2019.0,FY,pins-20191231_htm.xml,pins,37.778122,-122.39678
216877,PISMO COAST VILLAGE INC,US,CA,PISMO BEACH,93449,165 S DOLLIVER ST,10-K,930.0,2019.0,FY,pcv-20190930.xml,pcv-,Missing,Missing
1040161,"PIXELWORKS, INC",US,CA,SAN JOSE,95110,226 AIRPORT PARKWAY,10-K,1231.0,2019.0,FY,pxlw1231201910k_htm.xml,pxlw,Missing,Missing
914025,PLANTRONICS INC /CA/,US,CA,SANTA CRUZ,95061-1802,345 ENCINAL ST,10-K,331.0,2019.0,FY,form10kfy20_htm.xml,form,36.986996,-122.03559
1168455,PLUMAS BANCORP,US,CA,QUINCY,95971,35 S LINDEN AVENUE,10-K,1231.0,2019.0,FY,plbc-20191231.xml,plbc,39.938274,-120.93871
1622345,"POLAR POWER, INC.",US,CA,GARDENA,90248,249 E. GARDENA BOULEVARD,10-K,1231.0,2019.0,FY,pola-20191231.xml,pola,33.882164,-118.27186
1269021,PORTOLA PHARMACEUTICALS INC,US,CA,SOUTH SAN FRANCISCO,94080,"270 EAST GRAND AVENUE, SUITE 22",10-K,1231.0,2019.0,FY,ptla-20191231x10k_htm.xml,ptla,37.653828,-122.39623
79661,PORTSMOUTH SQUARE INC,US,CA,LOS ANGELES,90025,11620 WILSHIRE BOULEVARD,10-K,630.0,2020.0,FY,prsi-20200630.xml,prsi,34.050404,-118.45968
833640,POWER INTEGRATIONS INC,US,CA,SAN JOSE,95138,5245 HELLYER AVE,10-K,1231.0,2019.0,FY,powi-2019123110k_htm.xml,powi,37.26331,-121.787895
1080657,"PRESIDIO PROPERTY TRUST, INC.",US,CA,SAN DIEGO,92123,4995 MURPHY CANYON ROAD,10-K,1231.0,2019.0,FY,sqft-20191231_htm.xml,sqft,32.830032,-117.120094
1041803,PRICESMART INC,US,CA,SAN DIEGO,92121,9740 SCRANTON ROAD,10-K,831.0,2019.0,FY,psmt-20190831.xml,psmt,32.89717,-117.2028
